Item_status,Item_ID,Category,Year_est,Warehouse_ID,Location_type,Warehouse_size,Warehouse_type,Item_engage_rate,Item_wt,Sales,Rating
Discounted,FDN20,Electronics,2020,AMD2,Suburban,Small,"Mega FC",0.026329989,0.9668625186213011,9413.26697572193,4.5
Discounted,NCD19,"Beauty & Personal Care",2020,AMD2,Suburban,Small,"Mega FC",0.013253936000000001,0.40390511048736105,1253.5640223519,4.5
Discounted,NCG55,"Beauty & Personal Care",2020,AMD2,Suburban,Large,"Mega FC",0.016486511000000002,0.167322987364003,2317.6564559523,4.5
Discounted,NCO54,"Beauty & Personal Care",2020,AMD2,Suburban,Large,"Mega FC",0.014355033000000001,0.354043364622785,1579.61868994766,4.5
Discounted,FDE46,Household,2020,AMD2,Suburban,Large,"Mega FC",0.015858893000000002,3.26790930867552,428.816287495064,4.5
Non-Discounted,SDD37,"Pet Supplies",2015,SATA,Suburban,Large,"Mega FC",0.066383907,2.41578888831756,1097.02999468074,4.5
Non-Discounted,FDA25,"Books, Games & Toys",2015,SATA,Suburban,Large,"Mega FC",0.06826391600000001,0.7521617393202821,450.667474153051,4.5
Non-Discounted,FDU50,Groceries,2015,SATA,Suburban,Large,"Mega FC",0.075322658,1.1473170363677,191.97803628487299,4.5
Non-Discounted,FDT19,Electronics,2015,SATA,Suburban,Large,"Mega FC",0.14533500700000002,1.08390877212582,12142.0263930156,4.5
Non-Discounted,AMZ32,Electronics,2015,SATA,Suburban,Large,"Mega FC",0.10006076200000001,1.19279125253538,3908.8781379958896,4.5
Non-Discounted,FDU51,"Large Appliances",2015,SATA,Suburban,Large,"Mega FC",0.09670940800000001,22.257494621275402,12304.2279012282,4.5
Non-Discounted,FDG46,Household,2015,SATA,Suburban,Large,"Mega FC",0.032976399,2.82444171691852,1265.9415193847299,4.5
Non-Discounted,FDM12,Fitness,2020,AMD2,Suburban,Large,"Mega FC",0.070312473,4.11633053941548,837.906657130062,4.5
Non-Discounted,FDW38,Groceries,2020,AMD2,Suburban,Large,"Mega FC",0.139464425,1.31287467604437,72.1380360733521,4.5
Non-Discounted,FDZ14,Groceries,2020,AMD2,Suburban,Large,"Mega FC",0.047857877,1.09882895649298,146.855906819589,4.5
Non-Discounted,FDS19,Electronics,2020,AMD2,Suburban,Medium,"Mega FC",0.06457046,1.61355273279077,13111.2064919204,4.5
Non-Discounted,FDP03,"Large Appliances",2020,AMD2,Suburban,Medium,"Mega FC",0.016486511000000002,50.1319484242212,13715.956561671801,4.5
Non-Discounted,SDD51,"Large Appliances",2020,AMD2,Suburban,Medium,"Mega FC",0.174450933,42.9875344756948,19531.855977173702,4.5
Non-Discounted,SDD03,"Large Appliances",2020,AMD2,Suburban,Medium,"Mega FC",0.00878535,21.7997930825673,19156.977704867702,4.5
Non-Discounted,FDO46,Household,2020,AMD2,Suburban,Medium,"Mega FC",0.016486511000000002,2.20816075618894,634.946891750988,4.5
Non-Discounted,FDV22,Household,2020,AMD2,Suburban,Medium,"Mega FC",0.009995002000000001,3.06334004766061,771.7405020868409,4.5
Discounted,FDU35,Watches,2015,SATA,Suburban,Medium,"Mega FC",0.016486511000000002,0.18422578757614003,7555.94958474101,4.5
Discounted,FDV49,"Books, Games & Toys",2017,BLR7,Suburban,Small,"Mega FC",0.025822315000000002,0.689855321798164,563.681549990473,4.5
Discounted,FDA13,"Books, Games & Toys",2017,BLR7,Suburban,Small,"Mega FC",0.078540095,1.52170672342903,186.558926882149,4.5
Discounted,FDJ52,Apparel,2017,BLR7,Suburban,Small,"Mega FC",0.017783501,0.5034192624620271,491.91263005365397,4.5
Discounted,FDT04,Apparel,2017,BLR7,Suburban,Small,"Mega FC",0.107021498,0.837546637630433,362.700276074436,4.5
Discounted,NCZ41,"Home Entertainment",2017,BLR7,Suburban,Small,"Mega FC",0.064409056,3.33770319296109,4521.53447171299,4.5
Discounted,NCJ30,"Beauty & Personal Care",2017,BLR7,Suburban,Small,"Mega FC",0.08062523,0.349458448012387,1026.05233183768,4.5
Discounted,NCN54,"Beauty & Personal Care",2017,BLR7,Suburban,Small,"Mega FC",0.021322439000000002,0.25701172767408303,1529.1115838792698,4.5
Discounted,NCD54,"Beauty & Personal Care",2017,BLR7,Suburban,Small,"Mega FC",0.029003459000000002,0.410440644916764,668.033215742997,4.5
Discounted,NCP50,Others,2017,BLR7,Suburban,Small,"Mega FC",0.020555958000000003,1.60827527676059,581.450585224397,4.5
Discounted,FDQ09,Household,2017,BLR7,Suburban,Small,"Mega FC",0.058121214000000004,2.48265066571336,1324.45461599083,4.5
Discounted,FDI22,Household,2017,BLR7,Suburban,Small,"Mega FC",0.09619424,3.1086781513802,1546.44810699639,4.5
Discounted,DRD12,"Smart Home",2017,BLR7,Suburban,Small,"Mega FC",0.077178965,1.47926386158229,2058.9269175555,4.5
Discounted,DRL60,"Smart Home",2017,BLR7,Suburban,Small,"Mega FC",0.027054244,0.867172434531939,3009.89077061924,4.5
Discounted,DRD13,"Smart Home",2017,BLR7,Suburban,Small,"Mega FC",0.049070183,1.33540249385801,2576.1453864191,4.5
Non-Discounted,FDI48,Fitness,2017,BLR7,Suburban,Small,"Mega FC",0.016486511000000002,3.26781167569443,826.27899034931,4.5
Non-Discounted,FDZ49,"Books, Games & Toys",2017,BLR7,Suburban,Small,"Mega FC",0.13312044,1.18819990703808,367.51254891033,4.5
Non-Discounted,FDJ02,"Books, Games & Toys",2017,BLR7,Suburban,Small,"Mega FC",0.025162022000000003,1.3168679292944,410.31174316885597,4.5
Non-Discounted,FDJ15,Groceries,2017,BLR7,Suburban,Small,"Mega FC",0.023318068,1.81816314495428,77.8330810503778,4.5
Non-Discounted,FDO52,Apparel,2017,BLR7,Suburban,Small,"Mega FC",0.07715000400000001,0.36140816439994805,629.353317143022,4.5
Non-Discounted,FDU58,Household,2017,BLR7,Suburban,Small,"Mega FC",0.029006239000000003,3.58648282326281,877.314215855719,4.5
Non-Discounted,FDN46,Household,2017,BLR7,Suburban,Small,"Mega FC",0.14460413,4.02563029975314,500.962450126808,4.5
Non-Discounted,FDO46,Household,2017,BLR7,Suburban,Small,"Mega FC",0.014209811000000001,2.99678949038914,768.064877253289,4.5
Non-Discounted,FDI34,Household,2017,BLR7,Suburban,Small,"Mega FC",0.08511985500000001,2.91943222903789,782.523620726219,4.5
Non-Discounted,FDG22,Household,2017,BLR7,Suburban,Small,"Mega FC",0.041373331,3.71332666134185,1452.70985590632,4.5
Non-Discounted,DRC13,"Smart Home",2017,BLR7,Suburban,Small,"Mega FC",0.032435437000000004,1.78148375638144,2430.60804502458,4.5
Discounted,FDB17,Apparel,2013,DEL4,Urban,Medium,"Specialized Storage",0.06138158900000001,0.5771488537749201,600.940957080905,4.5
Discounted,FDZ44,Electronics,2013,DEL4,Urban,Medium,"Specialized Storage",0.064824502,0.82032820682325,14906.5751335883,4.5
Discounted,DRK35,Kitchenware,2013,DEL4,Urban,Medium,"Specialized Storage",0.12025630300000001,1.81883162317656,305.777638898838,4.5
Discounted,NCP29,"Home Entertainment",2013,DEL4,Urban,Medium,"Specialized Storage",0.18791865400000002,3.20784629941765,5659.973130319419,4.5
Discounted,NCZ29,"Home Entertainment",2013,DEL4,Urban,Medium,"Specialized Storage",0.11946118800000001,3.49045963961602,3435.1974496100797,4.5
Discounted,NCS30,"Beauty & Personal Care",2013,DEL4,Urban,Medium,"Specialized Storage",0.155706798,0.289690143788155,1421.1080897862098,4.5
Discounted,NCA42,"Beauty & Personal Care",2013,DEL4,Urban,Medium,"Specialized Storage",0.047784475,0.30236620937914205,1792.90138673947,4.5
Discounted,NCH55,"Beauty & Personal Care",2013,DEL4,Urban,Medium,"Specialized Storage",0.058034349000000006,0.40010652911904504,1383.95872424405,4.5
Discounted,FDT58,Household,2013,DEL4,Urban,Large,"Specialized Storage",0.143870574,1.95098369392714,1290.98031649573,4.5
Discounted,FDZ45,Household,2013,DEL4,Urban,Large,"Specialized Storage",0.11193668500000001,1.84657235643733,1020.2365572075399,4.5
Discounted,FDO57,Household,2013,DEL4,Urban,Large,"Specialized Storage",0.181958524,2.7508658963055,958.339249928966,4.5
Non-Discounted,FDT12,Fitness,2013,DEL4,Urban,Large,"Specialized Storage",0.083056555,4.64986447125929,544.07967791715,4.5
Non-Discounted,FDW12,Fitness,2013,DEL4,Urban,Large,"Specialized Storage",0.059540542,2.51326811902814,867.543447667581,4.5
Non-Discounted,FDF26,"Books, Games & Toys",2013,DEL4,Urban,Large,"Specialized Storage",0.078057026,1.34347822165359,381.196925783764,4.5
Non-Discounted,FDV37,"Books, Games & Toys",2013,DEL4,Urban,Large,"Specialized Storage",0.13978510400000002,0.410518884804815,550.213781347479,4.5
Non-Discounted,FDW38,Groceries,2013,DEL4,Urban,Large,"Specialized Storage",0.23212188,1.19414226801181,175.287766797449,4.5
Non-Discounted,FDS04,Apparel,2013,DEL4,Urban,Large,"Specialized Storage",0.245483691,0.36800167605620604,420.471689339597,4.5
Non-Discounted,FDO22,Household,2013,DEL4,Urban,Large,"Specialized Storage",0.029893094000000002,2.80947062328351,1325.24079821542,4.5
Non-Discounted,FDJ58,Household,2013,DEL4,Urban,Small,"Specialized Storage",0.17624403800000002,1.96367359886968,1443.61348772209,4.5
Discounted,FDW13,"Books, Games & Toys",2013,DEL4,Urban,Small,"Specialized Storage",0.163838951,0.9623960819307641,490.051591325157,4.5
Discounted,FDH48,Fitness,2014,BLR5,Urban,Large,"Mega FC",0.016486511000000002,4.58933330532298,607.1775986018,4.5
Discounted,FDO37,"Pet Supplies",2014,BLR5,Urban,Large,"Mega FC",0.021358889000000002,2.02793805194123,1119.02028698941,4.5
Discounted,FDD14,"Books, Games & Toys",2014,BLR5,Urban,Large,"Mega FC",0.16966714500000002,0.9368032941375051,387.303426510661,4.5
Discounted,FDV38,Groceries,2014,BLR5,Urban,Large,"Mega FC",0.101689151,2.49784024931321,66.6275947413403,4.5
Discounted,FDC41,Apparel,2014,BLR5,Urban,Large,"Mega FC",0.11681595300000001,0.5884065843927191,932.02742119086,4.5
Discounted,FDE57,Electronics,2014,BLR5,Urban,Large,"Mega FC",0.03625493,1.04420340555349,17389.250195173,4.5
Discounted,FDS07,Electronics,2014,BLR5,Urban,Large,"Mega FC",0.09967481700000001,1.36682172756747,14951.8889487221,4.5
Discounted,NCJ30,"Beauty & Personal Care",2014,BLR5,Urban,Large,"Mega FC",0.016486511000000002,0.34979283345709705,1086.51701030917,4.5
Discounted,NCI06,"Beauty & Personal Care",2014,BLR5,Urban,Large,"Mega FC",0.04767798,0.546064880184307,1694.09668594545,4.5
Discounted,FDO34,Household,2014,BLR5,Urban,Large,"Mega FC",0.029914022000000002,1.95296963047944,1003.8351888746499,4.5
Discounted,FDE46,Household,2014,BLR5,Urban,Large,"Mega FC",0.01575657,2.15450060416866,1145.15617759928,4.5
Discounted,DRH37,"Smart Home",2014,BLR5,Urban,Large,"Mega FC",0.041581725,1.48228277691671,1662.16846909469,4.5
Non-Discounted,FDH02,"Books, Games & Toys",2014,BLR5,Urban,Large,"Mega FC",0.02076385,1.15205152728621,267.760830349363,4.5
Non-Discounted,FDC51,Groceries,2014,BLR5,Urban,Large,"Mega FC",0.009613854,0.973288093161717,226.518216293703,4.5
Non-Discounted,FDT07,Electronics,2014,BLR5,Urban,Large,"Mega FC",0.077254736,1.08850646342796,15195.701201531101,4.5
Non-Discounted,FDJ44,Electronics,2014,BLR5,Urban,Large,"Mega FC",0.10623876800000001,1.44163223116057,4297.53419964278,4.5
Non-Discounted,FDO22,Household,2014,BLR5,Urban,Large,"Mega FC",0.017844609,1.85865096696967,1167.94521199114,4.5
Non-Discounted,FDI10,Household,2014,BLR5,Urban,Large,"Mega FC",0.078339081,1.71484537245372,1059.79412897806,4.5
Discounted,FDF04,Apparel,2022,DEL5,Urban,Medium,"Regional FC",0.013692598,0.423570795518793,382.314723200043,4.5
Discounted,FDD11,Luggage,2022,DEL5,Urban,Medium,"Regional FC",0.016486511000000002,1.38466613984931,403.57571720295397,4.5
Discounted,FDN12,Fitness,2022,DEL5,Urban,Medium,"Regional FC",0.016486511000000002,5.18305438109889,997.662636733609,4.5
Discounted,FDD14,"Books, Games & Toys",2022,DEL5,Urban,Medium,"Regional FC",0.170500183,0.433266786417337,580.074304001084,4.5
Discounted,FDQ52,Apparel,2022,DEL5,Urban,Medium,"Regional FC",0.11987130700000001,0.44238663339725803,962.746332939047,4.5
Discounted,FDJ08,Electronics,2022,DEL5,Urban,Medium,"Regional FC",0.111122936,1.25071190382682,8195.63904997879,4.5
Discounted,FDY19,Electronics,2022,DEL5,Urban,Medium,"Regional FC",0.041533438000000006,1.36624557865641,12989.796456608801,4.5
Discounted,DRM11,Kitchenware,2022,DEL5,Urban,Medium,"Regional FC",0.066338717,2.19262456226888,339.136757823853,4.5
Discounted,NCP41,"Home Entertainment",2022,DEL5,Urban,Medium,"Regional FC",0.016276741,1.94216999491958,5962.59860652113,4.5
Discounted,NCP17,"Home Entertainment",2022,DEL5,Urban,Medium,"Regional FC",0.027827268000000002,2.47259616538572,6985.850626237319,4.5
Discounted,NCS38,"Beauty & Personal Care",2022,DEL5,Urban,Medium,"Regional FC",0.090558833,0.36256479397372904,1572.6159957922698,4.5
Discounted,DRJ25,"Smart Home",2022,DEL5,Urban,Medium,"Regional FC",0.151180862,1.93943392596356,3217.63077632029,4.5
Non-Discounted,FDY26,Groceries,2022,DEL5,Urban,Medium,"Regional FC",0.030634813,1.83071018778003,148.316089728575,4.5
Non-Discounted,FDV20,Electronics,2022,DEL5,Urban,Medium,"Regional FC",0.060045008000000004,1.31752732243647,16143.5448129371,4.5
Non-Discounted,FDV57,Household,2022,DEL5,Urban,Medium,"Regional FC",0.016486511000000002,3.36020134191753,650.2317419472159,4.5
Discounted,FDP11,Watches,2018,HYD8,Urban,Medium,"Last-Mile Hub",0.068765925,0.341068618543487,3811.149199254,4.5
Discounted,SDD23,Watches,2018,HYD8,Urban,Medium,"Last-Mile Hub",0.08139146,0.255253561625895,4206.31731177474,4.5
Discounted,FDB27,Groceries,2018,HYD8,Urban,Medium,"Last-Mile Hub",0.055121892000000006,0.9739123949020381,128.803264705587,4.5
Discounted,FDK51,Groceries,2018,HYD8,Urban,Medium,"Last-Mile Hub",0.005209791,1.47017568604399,115.12405891434099,4.5
Discounted,FDK28,Apparel,2018,HYD8,Urban,Medium,"Last-Mile Hub",0.065272284,0.34875165743282005,902.491577845242,4.5
Discounted,FDK52,Apparel,2018,HYD8,Urban,Medium,"Last-Mile Hub",0.016486511000000002,0.5041627832583181,1075.38636287142,4.5
Discounted,FDU52,Apparel,2018,HYD8,Urban,Medium,"Last-Mile Hub",0.06346204800000001,0.768422689267211,260.109968212534,4.5
Discounted,NCK05,"Home Entertainment",2018,HYD8,Urban,Medium,"Last-Mile Hub",0.077079177,3.54320653599555,5695.039101147429,4.5
Discounted,NCA06,"Beauty & Personal Care",2018,HYD8,Urban,Medium,"Last-Mile Hub",0.14258975100000001,0.21795554490797403,1746.1047154493199,4.5
Discounted,NCE06,"Beauty & Personal Care",2018,HYD8,Urban,Medium,"Last-Mile Hub",0.09104221100000001,0.290206189321393,1707.9675512597398,4.5
Discounted,NCG07,"Beauty & Personal Care",2018,HYD8,Urban,Medium,"Last-Mile Hub",0.052247806,0.294735822083517,653.778549272443,4.5
Discounted,NCH54,"Beauty & Personal Care",2018,HYD8,Urban,Medium,"Last-Mile Hub",0.072317217,0.48896503550999704,1105.3648480415,4.5
Discounted,NCT18,"Beauty & Personal Care",2018,HYD8,Urban,Medium,"Last-Mile Hub",0.05911748,0.46982386067268705,1131.95904612392,4.5
Discounted,NCZ06,"Beauty & Personal Care",2018,HYD8,Urban,Medium,"Last-Mile Hub",0.09370568,0.34838694232357403,505.718623726448,4.5
Discounted,NCL07,Others,2018,HYD8,Urban,Medium,"Last-Mile Hub",0.031186799999999997,0.9243693650347801,519.570828473318,4.5
Non-Discounted,FDF24,Fitness,2018,HYD8,Urban,Medium,"Last-Mile Hub",0.02524761,2.9102606852363,918.555532374601,4.5
Non-Discounted,FDF26,"Books, Games & Toys",2018,HYD8,Urban,Medium,"Last-Mile Hub",0.046408928,1.48791883308457,368.921803575365,4.5
Non-Discounted,SDD40,Apparel,2018,HYD8,Urban,Medium,"Last-Mile Hub",0.007995480000000001,0.714766897655409,708.826831235643,4.5
Non-Discounted,FDW16,Apparel,2018,HYD8,Urban,Medium,"Last-Mile Hub",0.041273391,0.6749228154583691,903.314817819439,4.5
Non-Discounted,FDY04,Apparel,2018,HYD8,Urban,Medium,"Last-Mile Hub",0.042270751,0.424572949778998,22.096231665464202,4.5
Non-Discounted,FDO31,Electronics,2018,HYD8,Urban,Medium,"Last-Mile Hub",0.028842332000000002,1.01430400481724,8955.815910190959,4.5
Non-Discounted,FDF34,Household,2018,HYD8,Urban,Medium,"Last-Mile Hub",0.013951504000000002,1.18093438193588,1059.04014655924,4.5
Non-Discounted,DRC36,"Smart Home",2018,HYD8,Urban,Medium,"Last-Mile Hub",0.044767032000000005,1.65774844907649,2630.47337225062,4.5
Discounted,FDW24,Fitness,2018,HYD8,Urban,Medium,"Last-Mile Hub",0.037315469000000004,3.36156497933107,512.812653211616,4.5
Discounted,FDQ23,Watches,2018,HYD8,Urban,Medium,"Last-Mile Hub",0.024407061,0.25377844119298804,3743.5553003421496,4.5
Discounted,NCS05,"Home Entertainment",2018,HYD8,Urban,Medium,"Last-Mile Hub",0.020876485,2.46067252251573,4609.994114370959,4.5
Non-Discounted,FDT26,Groceries,2018,HYD8,Urban,Medium,"Last-Mile Hub",0.06762443800000001,1.29276972458609,173.24008728537,4.5
Discounted,NCD19,"Beauty & Personal Care",2014,BLR5,Urban,Large,"Mega FC",0.016486511000000002,0.34301205599390905,1281.59686979435,4.4
Discounted,FDB34,Household,2018,HYD8,Urban,Medium,"Last-Mile Hub",0.026480954,3.40787609552346,896.7350229344889,4.4
Discounted,DRK35,Kitchenware,2019,SIDA,Rural,Medium,"Mega FC",0.071958197,1.38856267350474,273.12014104428,4.4
Non-Discounted,FDB56,Electronics,2017,BLR7,Suburban,Small,"Mega FC",0.07461309,1.38715968394515,9667.55085247173,4.4
Discounted,FDP09,Household,2022,DEL5,Urban,Medium,"Regional FC",0.034027909,1.26316839634777,961.098463967033,4.4
Discounted,FDG02,"Books, Games & Toys",2022,DEL5,Urban,Medium,"Regional FC",0.011307038,1.3220893266877,585.9590241067859,4.4
Non-Discounted,FDM15,"Large Appliances",2014,BLR5,Urban,Large,"Mega FC",0.057373797000000004,30.662620636075403,28308.4206125688,4.4
Non-Discounted,FDO08,Electronics,2018,DEL2,Rural,Small,"Specialized Storage",0.09415375000000001,1.18523912240543,16941.5567515257,4.4
Discounted,FDT43,Electronics,2022,DEL5,Urban,Medium,"Regional FC",0.020631654000000003,1.51532097610255,21764.4561296307,4.4
Discounted,FDI24,Fitness,2018,HYD8,Urban,Medium,"Last-Mile Hub",0.07836248400000001,4.56867964264454,733.0275813583839,4.4
Non-Discounted,FDS46,Household,2018,DEL2,Rural,Small,"Specialized Storage",0.082741482,1.97462042481673,863.97593299167,4.4
Non-Discounted,FDG28,Apparel,2020,AMD2,Suburban,Small,"Mega FC",0.049559042000000005,0.668530650846708,869.238425238818,4.4
Discounted,FDG24,Fitness,2014,BLR5,Urban,Large,"Mega FC",0.014618973,5.46600165976898,908.0917882428939,4.4
Discounted,FDQ56,Electronics,2014,BLR5,Urban,Large,"Mega FC",0.10550944,0.6772596038493001,22936.0494741818,4.4
Discounted,AMZ23,Fitness,2016,SGAA,Rural,Small,"Mega FC",0.029691762000000003,5.01870065056472,612.46139088823,4.4
Non-Discounted,SDD44,Electronics,2016,SGAA,Rural,Small,"Mega FC",0.102920886,1.17409058742147,15680.3974695331,4.4
Non-Discounted,FDU01,"Books, Games & Toys",2016,SGAA,Rural,Small,"Mega FC",0.011995271,0.401185893827156,586.469420830221,4.4
Non-Discounted,FDP59,Watches,2015,SATA,Suburban,Small,"Mega FC",0.056580228,0.30344164950609004,6855.352938834019,4.4
Discounted,NCV17,"Home Entertainment",2020,AMD2,Suburban,Small,"Mega FC",0.01619866,2.30549799702746,1794.2767248955,4.4
Discounted,FDZ15,Groceries,2016,SGAA,Rural,Small,"Mega FC",0.020870744,1.60322056845497,170.768951782797,4.4
Discounted,FDA36,Fitness,2015,SATA,Suburban,Small,"Mega FC",0.005677876,4.04153744558883,815.758596008819,4.4
Discounted,FDV51,"Large Appliances",2013,DEL4,Urban,Small,"Specialized Storage",0.054463442,53.1443494631007,9548.988274682639,4.4
Discounted,NCT41,"Home Entertainment",2018,DEL2,Rural,Small,"Specialized Storage",0.098031771,2.36136948704148,5138.56738038935,4.4
Discounted,NCK54,"Beauty & Personal Care",2020,AMD2,Suburban,Medium,"Mega FC",0.016486511000000002,0.360942765357311,1308.82917362782,4.4
Discounted,FDE16,Apparel,2019,SIDA,Rural,Medium,"Mega FC",0.026384672,0.5028592377641761,919.035593186997,4.4
Discounted,FDE53,Apparel,2018,HYD8,Urban,Medium,"Last-Mile Hub",0.026749991,0.653495020428264,732.482556024783,4.4
Discounted,NCL19,Others,2017,BLR7,Suburban,Small,"Mega FC",0.015673267,1.97781584245077,531.695833165384,4.4
Non-Discounted,FDT32,Electronics,2018,HYD8,Urban,Medium,"Last-Mile Hub",0.065316099,0.5000515907898171,4679.55110881729,4.4
Discounted,FDC46,Household,2018,HYD8,Urban,Medium,"Last-Mile Hub",0.115978122,1.69006145854855,1297.25022617866,4.4
Discounted,FDS10,Household,2018,HYD8,Urban,Medium,"Last-Mile Hub",0.035015199999999996,2.59675918906104,1007.25749658869,4.4
Discounted,FDC04,Groceries,2018,HYD8,Urban,Medium,"Last-Mile Hub",0.044767801,1.14216300884209,156.671649593709,4.4
Discounted,NCJ30,"Beauty & Personal Care",2022,DEL5,Urban,Medium,"Regional FC",0.080968973,0.426785839352523,907.143697869569,4.4
Non-Discounted,FDQ15,"Large Appliances",2018,HYD8,Urban,Medium,"Last-Mile Hub",0.15034186700000002,47.955792292941304,17432.3635504363,4.4
Non-Discounted,FDV01,"Books, Games & Toys",2018,HYD8,Urban,Medium,"Last-Mile Hub",0.016486511000000002,1.29819923726501,461.676339110176,4.4
Non-Discounted,FDJ57,"Automotive & Tools",2017,BLR7,Suburban,Small,"Mega FC",0.021569566000000002,3.51742676487739,2403.4465322523597,4.4
Discounted,NCE31,"Beauty & Personal Care",2016,SGAA,Rural,Small,"Mega FC",0.184843579,0.406859671186071,566.471549807821,4.4
Discounted,FDV07,Electronics,2020,AMD2,Suburban,Medium,"Mega FC",0.016486511000000002,0.695173133809842,10687.734000259201,4.4
Discounted,FDD04,Groceries,2015,SATA,Suburban,Medium,"Mega FC",0.090153756,1.50213444276543,211.876342528593,4.4
Discounted,NCC18,"Beauty & Personal Care",2019,SIDA,Rural,Medium,"Mega FC",0.177545624,0.425000141603235,549.01766481734,4.4
Discounted,NCL31,Others,2019,SIDA,Rural,Medium,"Mega FC",0.12046799400000001,1.2243358414909,631.014082651711,4.4
Discounted,FDA33,Household,2019,SIDA,Rural,Medium,"Mega FC",0.033952603000000005,0.0644831745945163,1144.3674381421,4.4
Discounted,FDT59,Watches,2019,SIDA,Rural,Medium,"Mega FC",0.016486511000000002,0.333151662401973,1741.9883559681798,4.4
Discounted,FDE26,"Books, Games & Toys",2019,SIDA,Rural,Medium,"Mega FC",0.089144149,0.8345027662587321,644.945451676515,4.4
Discounted,FDB50,"Books, Games & Toys",2019,SIDA,Rural,Medium,"Mega FC",0.153857402,1.28210330096203,387.288226348219,4.4
Discounted,FDC17,Apparel,2019,SIDA,Rural,Medium,"Mega FC",0.015484763,0.33021441333808305,312.93099320886,4.4
Discounted,FDM44,Electronics,2019,SIDA,Rural,Medium,"Mega FC",0.031097948,1.40334807505554,5589.69320589347,4.4
Discounted,DRI11,Kitchenware,2019,SIDA,Rural,Medium,"Mega FC",0.034457776,2.81657194309871,289.269382101927,4.4
Discounted,DRL47,Kitchenware,2019,SIDA,Rural,Medium,"Mega FC",0.016486511000000002,2.84797626888631,393.66551321258,4.4
Discounted,BAS30,"Beauty & Personal Care",2019,SIDA,Rural,Medium,"Mega FC",0.025742955,0.29747344914460905,1322.7333333622198,4.4
Discounted,NCI18,"Beauty & Personal Care",2019,SIDA,Rural,Medium,"Mega FC",0.014045832000000001,0.365103386767097,890.200915851485,4.4
Discounted,NCP06,"Beauty & Personal Care",2019,SIDA,Rural,Medium,"Mega FC",0.039306822000000005,0.284822874453082,1510.67488865257,4.4
Discounted,NCO02,Others,2019,SIDA,Rural,Medium,"Mega FC",0.016486511000000002,1.54564138543325,846.058997965971,4.4
Discounted,DRE37,"Smart Home",2019,SIDA,Rural,Medium,"Mega FC",0.094366079,2.68857828090542,1494.5431692124698,4.4
Discounted,DRD24,"Smart Home",2019,SIDA,Rural,Medium,"Mega FC",0.030842963,2.13948399212276,1424.83608543876,4.4
Discounted,DRL37,"Smart Home",2019,SIDA,Rural,Medium,"Mega FC",0.053455158,1.629661051,1655.08427453425,4.4
Non-Discounted,FDJ12,Fitness,2019,SIDA,Rural,Medium,"Mega FC",0.039101813,4.01552573657469,1090.46678354744,4.4
Non-Discounted,AMZ11,Fitness,2019,SIDA,Rural,Medium,"Mega FC",0.10691805200000001,3.96508945919919,793.707030937547,4.4
Non-Discounted,FDJ60,Fitness,2019,SIDA,Rural,Medium,"Mega FC",0.06262564100000001,3.61732667823449,1136.2892408103999,4.4
Non-Discounted,FDB37,Fitness,2019,SIDA,Rural,Medium,"Mega FC",0.022976493,4.94115881539321,742.561105477403,4.4
